KNN,DT,LGBM,MLP,SVM,RF,ElasticNet,Ridge,Lasso
73.41739504740522,110.75128683464816,49.46443739353437,229.60873844399376,71.54350739173469,51.36271141453316,392.4712323581551,67.31058186549699,394.836237069262
53.55946242346057,94.06372526140949,37.80648838409952,162.44277403412846,67.37710377930573,42.47632628244149,357.3787452901231,62.72495364311858,196.48012640122795
46.19142284465453,83.27183782156504,51.87412192369864,204.7159329694867,93.49318909094575,47.622640851869285,364.198871977524,156.56626901645387,201.21510729774243
